Date,Price,Open,High,Low,Vol.,Change %
2010-12-09,6873.33,6784.02,6873.33,6781.21,64040000.00000001,0.0147
2010-12-08,6773.66,6745.75,6773.8,6743.68,53830000.0,0.005600000000000001
2010-12-06,6735.82,6773.04,6779.52,6735.82,39090000.0,-0.0039000000000000003
2010-12-05,6762.44,6704.21,6763.46,6704.21,34350000.0,0.0109
2010-12-02,6689.76,6694.53,6743.98,6689.71,71570000.0,0.0011
2010-12-01,6682.61,6705.37,6720.69,6682.02,52390000.0,-0.0033
2010-11-30,6704.83,6811.9,6814.12,6704.82,74680000.0,-0.016399999999999998
2010-11-29,6816.29,6806.94,6852.93,6806.5,54830000.0,0.004
2010-11-28,6789.41,6829.15,6850.16,6789.41,58100000.0,-0.006999999999999999
2010-11-25,6837.61,6842.1,6866.4,6830.57,63070000.0,0.0012
2010-11-24,6829.29,6886.15,6889.53,6827.68,86920000.0,-0.0075
2010-11-23,6880.6,6945.84,6946.72,6870.68,95670000.0,-0.0138
2010-11-22,6977.17,6951.95,7008.9,6951.95,98640000.0,0.0076
2010-11-21,6924.79,6858.88,6924.79,6855.95,101470000.0,0.0146
2010-11-18,6825.41,6753.43,6825.71,6748.67,50400000.0,0.0060999999999999995
2010-11-14,6743.91,6757.14,6757.14,6724.19,33259999.999999996,-0.0028000000000000004
2010-11-11,6762.94,6819.61,6826.93,6762.92,51870000.0,-0.0109
2010-11-10,6837.19,6835.22,6854.34,6835.19,67500000.0,0.0011
2010-11-09,6829.34,6824.19,6847.93,6798.89,49960000.0,-0.0018
2010-11-08,6841.59,6842.3,6852.7,6833.56,70530000.0,0.0019
2010-11-07,6828.65,6779.68,6831.79,6779.68,50730000.0,0.0095
2010-11-04,6764.61,6744.24,6802.68,6744.24,81940000.0,0.0075
2010-11-03,6713.99,6671.8,6714.06,6664.43,68450000.0,0.0089
2010-11-02,6654.76,6621.4,6654.78,6619.15,57830000.0,0.0064
2010-11-01,6612.27,6668.21,6668.67,6611.99,72920000.0,-0.0087
2010-10-31,6670.34,6714.03,6721.08,6670.34,44480000.0,-0.0040999999999999995
2010-10-28,6697.52,6692.61,6736.96,6692.61,54960000.0,0.001
2010-10-27,6691.07,6797.12,6799.49,6691.07,106450000.0,-0.0167
2010-10-26,6804.58,6849.82,6852.39,6804.58,84060000.0,-0.0072
2010-10-25,6853.87,6828.07,6868.53,6828.07,71520000.0,0.005699999999999999
2010-10-24,6815.04,6821.53,6840.6,6814.89,45580000.0,0.0012
2010-10-21,6806.73,6748.97,6806.81,6748.97,70620000.0,0.0109
